X,Y,FID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE,CITY,PHONE,SEAT_CAP,RISK,RECORD_ID,FACILITY_N,CHAIN_NAME,CHAIN_ESTA,SITE_ADDRE,NEAR_FID,NEAR_DIST
-122.337822249850973,47.606751959284757,401,350297,0000000,350,Ancient Grounds,Ancient Grounds,1220 1ST AVE,98101,Seattle, ,Seating 13-50,I, , , , ," 
",-1,-1
-122.36272184008962,47.551671328751901,402,350302,0000000,350,Angel'S Best Catering,Angel'S Best Catering,5604 DELRIDGE WAY SW,98106,Seattle,(206) 454-9278,Catering Operation,III, , , , ," 
",-1,-1
-122.386807150637594,47.582555279246073,403,350305,0000000,350,Angelina'S,Angelina'S,2311 CALIFORNIA AVE SW,98116,Seattle,(206) 932-7311,Seating 51-150,III, , , , ," 
",-1,-1
-122.3549535105671,47.690300778775679,404,350309,0000000,350,Angry Beaver,Angry Beaver,8412 GREENWOOD AVE N,98103,Seattle,(206) 437-8524,Seating 51-150,III, , , , ," 
",-1,-1
-122.321085380501785,47.617963149490244,405,350313,0000000,350,Annapurna Cafe,Annapurna Cafe,1833 BROADWAY AVE,98122,Seattle,(206) 322-6473,Seating 13-50,III, , , , ," 
",258,441.052151526
-122.38711697046692,47.668837338625259,406,350314,0000000,350,Anns Teriyaki Restaurant,Anns Teriyaki Restaurant,2246 NW MARKET ST,98107,Seattle,(206) 789-5838,Seating 13-50,III, , , , ," 
",-1,-1
-122.348107719692081,47.610847779003684,407,350315,0000000,350,Anthony'S @  Pier 66,Anthony'S Restaurant,2201 ALASKAN WAY,98121,Seattle,(206) 448-6688,Seating 151-250,III, , , , ," 
",-1,-1
-122.348107719692081,47.610847779003684,408,350316,0000000,350,Anthony'S Bell Street Diner,Anthony'S Restaurant,2201 ALASKAN WAY,98121,Seattle,(206) 448-6688,Seating 51-150,III, , , , ," 
",-1,-1
-122.349010289938633,47.611435318892077,409,350317,0000000,350,Anthony'S Fish Bar,Anthony'S Fish Bar,2201 ALASKAN WAY,98121,Seattle,(206) 448-6688,Seating 13-50,III, , , , ," 
",-1,-1
-122.344619089491459,47.730854689392103,410,350321,0000000,350,Antojitos Poblanos El Sapo,Antojitos Poblanos El Sapo,14016 AURORA AVE N,98133,Seattle,(206) 501-4441,Seating 0-12,III, , , , ," 
",-1,-1
-122.377768449677475,47.561712669158311,411,350327,0000000,350,Appealing Palate @ Usi Holding Company,"Appealing Palate; Llc",4611 36TH AVE SW,98126,Seattle, ,Catering Operation,III, , , , ," 
",-1,-1
-122.342424449435569,47.607880328833211,412,350333,0000000,350,Aquarium Cafe @ Sodexo,Aquarium Cafe @ Sodexo,1483 ALASKAN WAY,98101,Seattle,(206) 239-9609,Seating 51-150,III, , , , ," 
",-1,-1
-122.325784060515517,47.61860285918214,413,350334,0000000,350,Arabica Lounge,Arabica Lounge,1550 E OLIVE WAY,98102,Seattle, ,Seating 13-50,II, , , , ," 
",258,1281.60055421
-122.316550009685884,47.605674869257221,414,350335,0000000,350,Arada Center,Arada Center,452 12TH AVE,98122,Seattle, ,Seating 0-12,III, , , , ," 
",193,964.912552577
-122.339570560623528,47.607795818939799,415,350336,0000000,350,Aragona Restaurant,Aragona Restaurant,96 UNION ST,98101,Seattle,(206) 526-2840,Seating 51-150,III, , , , ," 
",-1,-1
-122.331678019481274,47.611773739129681,416,350337,0000000,350,Aramark  / Espresso Cart Ii @Convention Crt,Aramark  @ Convention Place,800 CONVENTION PL,98101,Seattle,(206) 694-5088,Mobile Food Service,I, , , , ," 
",686,1532.82718564
-122.312677979327489,47.667616668720683,417,350340,0000000,350,Araya'S Place,Araya'S Place,5240 UNIVERSITY WAY NE #A,98105,Seattle,(206) 225-7442,Seating 51-150,III, , , , ," 
",-1,-1
-122.377587759652485,47.509700338897353,418,350343,0000000,350,Arbor Heights Elementary,Arbor Heights Elementary,3701 SW 104TH ST,98146,Seattle, ,School Kitchen, , , , , ," 
",-1,-1
-122.287603640068497,47.551462279455208,419,350358,0000000,350,Arco Am / Pm #3538,Arco Am / Pm #3538,5620 M L KING JR WAY S,98118,Seattle,(206) 723-8604,Seating 0-12,III, , , , ," 
",-1,-1
-122.263289279410969,47.686913089207451,420,350366,0000000,350,Arena Sports,Arena Sports,7751 63RD AVE NE,98115,Seattle,(425) 849-6285,Seating 0-12,I, , , , ," 
",-1,-1
-122.342156029938025,47.636443329151028,421,350370,0000000,350,Arista,Arista,1920 DEXTER AVE,98109,Seattle, ,Catering Operation,III, , , , ," 
",-1,-1
-122.33058267020516,47.599697618717755,422,350372,0000000,350,Armandino'S Salumi,Armandino'S Salumi,309 3RD AVE S,98104,Seattle, ,Seating 0-12,III, , , , ," 
",223,3265.97654216
-122.32258762985208,47.610741348828881,423,350376,0000000,350,Arosa Cafe,Arosa Cafe,1310 MADISON ST,98104,Seattle,(509) 434-9090,Seating 0-12,II, , , , ," 
",223,1219.41739871
-122.291286649790777,47.626482679361459,424,350377,0000000,350,Arosa Cafe Madison,Arosa Cafe Madison,3121 E MADISON ST #101,98112,Seattle, ,Seating 0-12,II, , , , ," 
",436,1227.50726024
-122.352615550492374,47.614260359372786,425,350379,0000000,350,Art Institute / A La Carte 506 Art Institute,Art Institute Of Seattle,2601 ELLIOTT AVE,98121,Seattle,(206) 448-0900,Seating 13-50,III, , , , ," 
",-1,-1
-122.352615550492374,47.614260359372786,426,350380,0000000,350,Art Institute / Skill Kitchen 504 Art Institute,Art Institute Of Seattle,2601 ELLIOTT AVE,98121,Seattle,(206) 448-0900,Seating 0-12,III, , , , ," 
",-1,-1
-122.352615550492374,47.614260359372786,427,350381,0000000,350,Art Institute Bakery & Pastry Lab 507 Art,Art Institute Of Seattle,2601 ELLIOTT AVE,98121,Seattle,(206) 448-0900,Bakery,III, , , , ," 
",-1,-1
-122.344234429730406,47.654048178856257,428,350382,0000000,350,Art Of The Table,Art Of The Table,1054 N 39TH ST,98103,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.283917919375938,47.542131309364606,429,350413,0000000,350,Assabr Mini Mart,Assabr Mini Mart,6727-C M L KING JR WAY S,98118,Seattle, ,Meat/Sea Food,III, , , , ," 
",-1,-1
-122.33994738053913,47.613369299208451,430,350414,0000000,350,Assaggio Ristorante,Assaggio Ristorante,2010 4TH AVE,98121,Seattle, ,Seating 151-250,III, , , , ," 
",-1,-1
-122.296654829514381,47.608111709367243,431,350415,0000000,350,Assimba Restaurant,Assimba Restaurant,2722 E CHERRY ST,98122,Seattle,(206) 322-1019,Seating 51-150,III, , , , ," 
",503,844.708657572
-122.333877880536846,47.576055779426191,432,350417,0000000,350,Aston Manor,Aston Manor,2946 1ST AVE S,98134,Seattle,(702) 735-8322,Seating 51-150,III, , , , ," 
",-1,-1
-122.311453140643209,47.596185059417408,433,350418,0000000,350,At Cafe,At Cafe,716 RAINIER AVE S,98144,Seattle, ,Seating 13-50,II, , , , ," 
",613,1368.96305524
-122.321198490300773,47.605623928702734,434,350419,0000000,350,At The Peak,At The Peak,401 BROADWAY AVE,98122,Seattle,(206) 682-2749,Seating 13-50,III, , , , ," 
",223,1183.29707717
-122.3408823894504,47.608694348875936,435,350423,0000000,350,Athenian Inn,Athenian Inn,1517 PIKE PL,98101,Seattle,(206) 624-7166,Seating 151-250,III, , , , ," 
",-1,-1
-122.356420749365768,47.624273559266292,436,350426,0000000,350,Athina,Athina,528 QUEEN ANNE AVE N,98109,Seattle,(206) 673-5900,Seating 13-50,III, , , , ," 
",-1,-1
-122.317092600467987,47.676151659395721,437,350427,0000000,350,"Atlantic Crossing; The","Atlantic Crossing; The",6508 ROOSEVELT WAY NE,98115,Seattle,(206) 465-0711,Seating 51-150,III, , , , ," 
",-1,-1
-122.277628240350765,47.636330489274549,438,350430,0000000,350,Attic Alehouse & Eatery,Attic Alehouse & Eatery,4226 E MADISON ST,98112,Seattle,(206) 323-3131,Seating 51-150,III, , , , ," 
",-1,-1
-122.34408635050012,47.690223269239929,439,350464,0000000,350,Aurora 76,Aurora 76,8408 AURORA AVE N,98103,Seattle,(206) 525-4788,Grocery,I, , , , ," 
",-1,-1
-122.346426049515983,47.725458049398796,440,350465,0000000,350,Aurora Donuts,Aurora Donuts,13201 AURORA AVE N,98133,Seattle,(206) 364-9535,Seating 13-50,II, , , , ," 
",-1,-1
-122.346426049515983,47.725458049398796,441,350466,0000000,350,Aurora Grocery Outlet,Aurora Grocery Outlet,13201 AURORA AVE N,98133,Seattle,(206) 707-3592,Grocery,II, , , , ," 
",-1,-1
-122.344249019658179,47.705399338677978,442,350467,0000000,350,Aurora Mini Mart,Aurora Mini Mart,10504 AURORA AVE N,98133,Seattle,(206) 524-1417,Seating 0-12,III, , , , ," 
",-1,-1
-122.318913210130958,47.612695059299966,443,350470,0000000,350,Auto Battery Bar,Auto Battery Bar,1009 E UNION ST #C,98122,Seattle,(206) 351-6535,Seating 51-150,I, , , , ," 
",631,631.974307994
-122.285008210381235,47.558826589136615,444,350473,0000000,350,Awash Restaurant,Awash Restaurant,3808 S EDMUNDS ST,98118,Seattle,(206) 725-2945,Seating 51-150,III, , , , ," 
",-1,-1
-122.276695460044365,47.545777308791322,445,350477,0000000,350,Ayaan Grocery,Ayaan Grocery,4433 S GRAHAM ST #2,98118,Seattle,(206) 720-9906,Meat/Sea Food,III, , , , ," 
",-1,-1
-122.322290240637912,47.613944759221596,446,350478,0000000,350,Ayutthaya Thai Restaurant,Ayutthaya Thai Restaurant,727 E PIKE ST,98122,Seattle,(206) 324-8833,Seating 13-50,III, , , , ," 
",686,923.144592351
-122.301273649610266,47.665637309008908,447,350479,0000000,350,Azteca,Azteca,5025 25TH AVE NE,98105,Seattle,(206) 524-2987,Seating 51-150,III,PR0002524,AZTECA,AZTECA,Y,"1823 EASTLAKE AV E
",-1,-1
-122.38709631055832,47.562131789045267,448,350483,0000000,350,Azuma Sushi,Azuma Sushi,4529 CALIFORNIA AVE SW,98116,Seattle,(206) 937-1148,Seating 13-50,III, , , , ," 
",-1,-1
-122.333775000305963,47.58642099937137,449,350484,0000000,350,B'S Dogs @ 902 Occidental Ave S/ Qwest Field,B'S Hot Dogs,902 1ST AVE S,98134,Seattle,(253) 720-8758,Mobile Food Service,I, , , , ," 
",-1,-1
-122.35599692957814,47.583757109168126,450,350489,0000000,350,B & Z'S Food For The Soul,B & Z'S Food For The Soul,1801 16TH AVE SW,98134,Seattle,(206) 841-9014,Catering Operation,III, , , , ," 
",-1,-1
-122.316482890339032,47.607000208994648,451,350492,0000000,350,Ba Bar,Ba Bar,550 12TH AVE,98122,Seattle,(206) 434-1221,Seating 13-50,III, , , , ," 
",193,745.639962548
-122.283114980454172,47.539313138894116,452,350494,0000000,350,Ba Mien Seafood Market -  Deli,Ba Mien Seafood Market,6951 M L KING JR WAY S,98118,Seattle,(206) 725-7974,Seating 0-12,III, , , , ," 
",-1,-1
-122.341439119559553,47.60988580928629,453,350497,0000000,350,"Bacco Cafe ; Llc","Bacco Cafe ; Llc",86 PINE ST,98101,Seattle,(206) 443-5443,Seating 13-50,III, , , , ," 
",-1,-1
-122.295578440376417,47.718274079486882,454,350498,0000000,350,Back Door Pub,Back Door Pub,12330 LAKE CITY WAY NE,98125,Seattle,(206) 722-5730,Seating 13-50,I, , , , ," 
",-1,-1
-122.322674350324618,47.690650588667786,455,350499,0000000,350,Back To The Grind,Back To The Grind,8506 5TH AVE NE,98115,Seattle,(206) 380-5453,Seating 0-12,I, , , , ," 
",-1,-1
-122.321658500447882,47.628469179461085,456,350500,0000000,350,"Bacon Mansion; Llc","Bacon Mansion; Llc",959 BROADWAY E,98102,Seattle, ,Catering Operation,III, , , , ," 
",135,1201.45730376
-122.365666250223839,47.660265579008268,457,350501,0000000,350,Bad Jimmy'S Brewing Company,Bad Jimmy'S Brewing Company,4358 B LEARY WAY NW,98107,Seattle,(206) 465-6758,Seating 0-12,I, , , , ," 
",-1,-1
-122.328394699436473,47.614877828998402,458,350504,0000000,350,Baguette Box,Baguette Box,1203 PINE ST,98101,Seattle, ,Seating 13-50,III, , , , ," 
",686,812.406297129
-122.33674232020735,47.685777538963009,459,350506,0000000,350,Bahas Green Lake,Bahas Green Lake,7900 E GREENLAKE DR N STE 106,98103,Seattle,(253) 653-6582,Seating 13-50,III, , , , ," 
",-1,-1
-122.348360339660445,47.625259178858272,460,350507,0000000,350,Bahn Thai Restaurant,Bahn Thai Restaurant,409 ROY ST,98109,Seattle,(206) 283-0444,Seating 51-150,III, , , , ," 
",-1,-1
-122.302004049420134,47.675978948761781,461,350508,0000000,350,Bai Pai Thai Restaurant,Bai Pai Thai Restaurant,2316 NE 65TH ST STE 101,98115,Seattle, ,Seating 51-150,III, , , , ," 
",-1,-1
-122.31560763055144,47.601144248770176,462,350511,0000000,350,Bailey-Gatzert Elementary,Bailey Gatzert Elementary,1301 E YESLER WAY,98122,Seattle, ,School Kitchen, , , , , ," 
",176,0.00220084659515
-122.320690520399893,47.624632629358629,463,350512,0000000,350,Bait Shop,Bait Shop,606-B BROADWAY AVE E,98102,Seattle,(206) 324-2635,Seating 13-50,III, , , , ," 
",174,575.139952585
-122.314127630165601,47.581597798926914,464,350513,0000000,350,Baja Bistro,Baja Bistro,2414 BEACON AVE S,98144,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.386229980407137,47.580895399172732,465,350517,0000000,350,Baked,Baked,2604 CALIFORNIA AVE SW,98116,Seattle, ,Bakery,I, , , , ," 
",-1,-1
-122.333569809346301,47.602998098841553,466,350518,0000000,350,Bakemans Restaurant Inc,Bakemans Restaurant Inc,122 CHERRY ST,98104,Seattle,(206) 245-4078,Seating 51-150,III, , , , ," 
",223,2771.03021288
-122.387027180528221,47.559992539021458,467,350522,0000000,350,Bakery Nouveau,Bakery Nouveau,4737 CALIFORNIA AVE SW,98116,Seattle, ,Seating 0-12,II, , , , ," 
",-1,-1
-122.390402630009092,47.520660908819728,468,350523,0000000,350,Bakery The Original,Bakery The Original,9253 45TH AVE SW,98136,Seattle,(206) 938-5088,Seating 13-50,II, , , , ," 
",-1,-1
-122.270330090415499,47.531264859065089,469,350524,0000000,350,Bakkalch Mini Market,Bakkalch Mini Market,7909 A RAINIER AVE S,98118,Seattle,(206) 412-8381,Grocery,I, , , , ," 
",-1,-1
-122.385002999642793,47.667997999180486,470,350527,0000000,350,Ballard Annex Oyster House,Ballard Annex Oyster House,5410 BALLARD AVE NW,98107,Seattle,(206) 669-2965,Seating 151-250,III, , , , ," 
",-1,-1
-122.374021999828429,47.662504999122852,471,350528,0000000,350,Ballard Bridge Cafe,Ballard Bridge Cafe,4609 14TH AVE NW STE 108,98107,Seattle,(425) 243-7692,Seating 51-150,III, , , , ," 
",-1,-1
-122.376513850194883,47.667321548687106,472,350529,0000000,350,Ballard Brothers,Ballard Brothers,5305 15TH AVE NW,98107,Seattle, ,Seating 51-150,III, , , , ," 
",-1,-1
-122.384439750401199,47.668924109231732,473,350530,0000000,350,Ballard Coffee Works,Ballard Coffee Works,2060 NW MARKET ST,98107,Seattle,(206) 330-9460,Seating 13-50,II, , , , ," 
",-1,-1
-122.39223933980638,47.672876429162969,474,350531,0000000,350,Ballard Community Center,Ballard Community Center,6020 28TH AVE NW,98107,Seattle,(206) 684-4093,Non-Profit Institution,I, , , , ," 
",-1,-1
-122.408179429448637,47.675130728701987,475,350532,0000000,350,Ballard Elks #827,Ballard Elks #827,6411 SEAVIEW AVE NW,98107,Seattle,(206) 784-0827,Non-Profit Institution,III, , , , ," 
",-1,-1
-122.375442780490161,47.676707559053035,476,350534,0000000,350,Ballard High School Kitchen,Ballard High School Kitchen,1418 NW 65TH ST,98117,Seattle, ,School Kitchen, , , , , ," 
",-1,-1
-122.383416039625445,47.66725746933033,477,350537,0000000,350,Ballard Landmark Inn,Ballard Landmark Inn,5433 LEARY AVE NW,98107,Seattle,(206) 728-0935,Seating 51-150,III, , , , ," 
",-1,-1
-122.381148400420926,47.668941639290217,478,350539,0000000,350,Ballard Mail & Dispatch- Sip & Ship,Ballard Mail & Dispatch- Sip & Ship,1752 NW MARKET ST,98107,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.36592816989193,47.668927548917125,479,350540,0000000,350,Ballard Mandarin Chinese Restaurant,Ballard Mandarin Chinese Restaurant,5500 8TH AVE NW,98107,Seattle,(206) 407-7436,Seating 51-150,III, , , , ," 
",-1,-1
-122.374300710437808,47.669839119457421,480,350541,0000000,350,Ballard Market,Ballard Market,1400 NW 56TH ST,98107,Seattle,(206) 784-7064,Grocery,I, , , , ," 
",-1,-1
-122.374300710437808,47.669839119457421,481,350542,0000000,350,Ballard Market - Deli,Ballard Market,1400 NW 56TH ST,98107,Seattle,(206) 784-7064,Seating 0-12,III, , , , ," 
",-1,-1
-122.374300710437808,47.669839119457421,482,350543,0000000,350,Ballard Market - Meat,Ballard Market,1400 NW 56TH ST,98107,Seattle,(206) 784-7064,Meat/Sea Food,III, , , , ," 
",-1,-1
-122.374300710437808,47.669839119457421,483,350544,0000000,350,Ballard Market - Seafood,Ballard Market,1400 NW 56TH ST,98107,Seattle,(206) 784-7064,Meat/Sea Food,III, , , , ," 
",-1,-1
-122.381231759870616,47.6645811086413,484,350545,0000000,350,Ballard Pizza Company,Ballard Pizza Company,5107 BALLARD AVE NW,98107,Seattle,(734) 320-1846,Seating 13-50,III, , , , ," 
",-1,-1
-122.386284770543938,47.668312879255026,485,350546,0000000,350,Ballard Smoke Shop,Ballard Smoke Shop,5439 BALLARD AVE NW,98107,Seattle,(206) 784-6611,Seating 13-50,III, , , , ," 
",-1,-1
-122.386397380235607,47.668956049431138,486,350547,0000000,350,Ballard Station Public House,Ballard Station Public House,2236 NW MARKET ST,98107,Seattle,(206) 216-5574,Seating 51-150,II, , , , ," 
",-1,-1
-122.386390690402891,47.668385399175698,487,350553,0000000,350,"Balmar; The","Balmar; The",5449 BALLARD AVE NW,98107,Seattle, ,Seating 51-150,III, , , , ," 
",-1,-1
-122.328268209918733,47.614926918902867,488,350554,0000000,350,Baltic Room,Baltic Room,1207 PINE ST,98101,Seattle,(206) 625-4444,Seating 13-50,II, , , , ," 
",686,801.858267964
-122.412197370065016,47.578455458820216,489,350555,0000000,350,Bamboo Bar & Grill,Bamboo Bar & Grill,2806 ALKI AVE SW,98116,Seattle,(206) 937-3023,Seating 51-150,III, , , , ," 
",-1,-1
-122.356483839697205,47.704354648871906,490,350556,0000000,350,Bamboo Bistro,Bamboo Bistro,10414 HOLMAN RD NW,98133,Seattle,(206) 432-9360,Seating 13-50,III, , , , ," 
",-1,-1
-122.349411300096335,47.625597009408132,491,350559,0000000,350,Bamboo Garden Vegetarian Cuisine,Bamboo Garden Vegetarian Cuisine,364 ROY ST,98109,Seattle,(206) 282-6616,Seating 51-150,III, , , , ," 
",-1,-1
-122.313045710043951,47.621855309033243,492,350561,0000000,350,Bamboo Restaurant,Bamboo Restaurant,345 15TH AVE E,98112,Seattle, ,Seating 51-150,III, , , , ," 
",632,1196.06295387
-122.340241800016173,47.664568798748306,493,350562,0000000,350,Bamboo Village,Bamboo Village,4900 STONE WAY N,98103,Seattle,(206) 652-8888,Seating 151-250,III, , , , ," 
",-1,-1
-122.313117690023816,47.655479189271794,494,350564,0000000,350,Banana Leaf Cafe,Banana Leaf Cafe,4002 UNIVERSITY WAY NE,98105,Seattle,(206) 782-9643,Seating 13-50,III, , , , ," 
",-1,-1
-122.293812999707527,47.56198999891366,495,350565,0000000,350,Bananas Grill,Bananas Grill,4526 M L KING JR WAY S,98108,Seattle,(206) 420-9751,Seating 13-50,III, , , , ," 
",-1,-1
-122.353630359746077,47.618366959344939,496,350567,0000000,350,Bandits Bar,Bandits Bar,159 DENNY WAY,98109,Seattle,(206) 443-5447,Seating 13-50,III, , , , ," 
",-1,-1
-122.349102230508322,47.613951939501639,497,350568,0000000,350,"Bang Bang Cafe; Llc","Bang Bang Cafe; Llc",2460 WESTERN AVE,98121,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.386601609421717,47.559532249499121,498,350569,0000000,350,Bangbar Thai,Bangbar Thai,4750 CALIFORNIA AVE SW,98116,Seattle, ,Seating 51-150,III, , , , ," 
",-1,-1
-122.31339937996232,47.663863559472773,499,350572,0000000,350,Banh Mi Unwrapped,Banh Mi Unwrapped,4725 UNIVERSITY WAY NE,98105,Seattle,(206) 227-4613,Seating 13-50,III, , , , ," 
",-1,-1
-122.295508150545572,47.623616008982253,500,350575,0000000,350,Bar Cantinetta,Bar Cantinetta,2811 E MADISON ST,98112,Seattle,(206) 568-5153,Seating 13-50,III, , , , ," 
",436,1351.6906774
-122.309548189978798,47.575430659459009,501,350577,0000000,350,Bar Del Corso,Bar Del Corso,3057 BEACON AVE S,98144,Seattle,(206) 250-3277,Seating 13-50,III, , , , ," 
",-1,-1
-122.333076490626183,47.599363208973067,502,350578,0000000,350,Bar Sajor,Bar Sajor,323 OCCIDENTAL AVE S,98104,Seattle,(206) 310-8515,Seating 51-150,III, , , , ," 
",223,3678.09769041
-122.278748900492616,47.552548699041054,503,350579,0000000,350,Baraka Market,Baraka Market,5811 RAINIER AVE S,98118,Seattle,(206) 261-6925,Meat/Sea Food,III, , , , ," 
",-1,-1
-122.355569520461827,47.6917665290419,504,350580,0000000,350,Baranof Restaurant,Baranof Restaurant,8549 GREENWOOD AVE N,98103,Seattle,(206) 782-9260,Seating 51-150,III, , , , ," 
",-1,-1
-122.299467799517046,47.607823859136495,505,350581,0000000,350,Barbeque Pit,Barbeque Pit,2509 E CHERRY ST,98122,Seattle,(206) 242-2907,Seating 13-50,III, , , , ," 
",503,390.599857461
-122.317900030082711,47.614242279289719,506,350582,0000000,350,Barca,Barca,1510 11TH AVE,98122,Seattle, ,Seating 51-150,II, , , , ," 
",631,676.698751813
-122.323541340163104,47.598201338756994,507,350583,0000000,350,Barclay Seafood & Meat Co,Barclay Seafood & Meat Co,703 S KING ST,98104,Seattle, ,Meat/Sea Food,III, , , , ," 
",176,2232.41625132
-122.32998455048731,47.545598538976762,508,350587,0000000,350,"Baristas Coffee Company; Inc.","Baristas Coffee Company; Inc.",6185 4TH AVE S,98108,Seattle,(206) 850-8747,Limited Food Services,I, , , , ," 
",-1,-1
-122.318132690147095,47.711303039000882,509,350588,0000000,350,Bark Espresso,Bark Espresso,11335 ROOSEVELT WAY NE,98125,Seattle,(206) 482-3003,Seating 0-12,III, , , , ," 
",-1,-1
-122.364794729603588,47.679446339159952,510,350589,0000000,350,Barking Dog Alehouse,Barking Dog Alehouse,705 NW 70TH ST,98117,Seattle,(206) 850-3953,Seating 13-50,III, , , , ," 
",-1,-1
